index,book_id,bookname,title,publisher,publish_date,ISDN,ctfile_sn,ctfile_url,download_url,file_size,downloaded,size_bit,real_size,size_delta,size_delta_ratio
10,12,,《互联网+的创业流程 》扫描版[PDF]  下载地址.txt,,,0,402712-202149732,https://webapi.ctfile.com/getfile.php?path=file&f=402712-202149732&passcode=2021&token=false&r=0.9860720183162938&ref=,https://176-ctc-dd.tv002.com/down/7c2e5bf69e3f7f35aeda438a95fc6de4/%E3%80%8A%E4%BA%92%E8%81%94%E7%BD%91%2B%E7%9A%84%E5%88%9B%E4%B8%9A%E6%B5%81%E7%A8%8B%20%E3%80%8B%E6%89%AB%E6%8F%8F%E7%89%88%5BPDF%5D%20%20%E4%B8%8B%E8%BD%BD%E5%9C%B0%E5%9D%80.txt?cts=dx-f-D1A34A144A110Fe03da&ctp=1A34A144A110&ctt=1619201443&limit=1&spd=35000&ctk=7c2e5bf69e3f7f35aeda438a95fc6de4&chk=f4989d8948b9eb8982c32f8635668b03-292&mtd=1,292.00 B,1,292.0,292.0,0.0,0.0
11,13,,《咔嚓！精彩生活照(全新版)》扫描版[PDF]  下载地址.txt,,,0,402712-202154338,https://webapi.ctfile.com/getfile.php?path=file&f=402712-202154338&passcode=2021&token=false&r=0.1086105348444184&ref=,https://176-ctc-dd.tv002.com/down/32ccd5ffcb4746cc1ed31062050d48c0/%E3%80%8A%E5%92%94%E5%9A%93%EF%BC%81%E7%B2%BE%E5%BD%A9%E7%94%9F%E6%B4%BB%E7%85%A7%28%E5%85%A8%E6%96%B0%E7%89%88%29%E3%80%8B%E6%89%AB%E6%8F%8F%E7%89%88%5BPDF%5D%20%20%E4%B8%8B%E8%BD%BD%E5%9C%B0%E5%9D%80.txt?cts=dx-f-D1A34A144A110Fbe095&ctp=1A34A144A110&ctt=1619201444&limit=1&spd=35000&ctk=32ccd5ffcb4746cc1ed31062050d48c0&chk=c84f12a87e86dee722c643b2cad6bc7a-292&mtd=1,292.00 B,1,292.0,292.0,0.0,0.0
12,14,,《你能写出好故事：写作的诀窍、大脑的奥秘、认知的陷阱》扫描版[PDF]  下载地址.txt,,,0,402712-202166055,https://webapi.ctfile.com/getfile.php?path=file&f=402712-202166055&passcode=2021&token=false&r=0.836066219856458&ref=,https://176-ctc-dd.tv002.com/down/cc4ace73446dcb1eeb48a703d426b38a/%E3%80%8A%E4%BD%A0%E8%83%BD%E5%86%99%E5%87%BA%E5%A5%BD%E6%95%85%E4%BA%8B%EF%BC%9A%E5%86%99%E4%BD%9C%E7%9A%84%E8%AF%80%E7%AA%8D%E3%80%81%E5%A4%A7%E8%84%91%E7%9A%84%E5%A5%A5%E7%A7%98%E3%80%81%E8%AE%A4%E7%9F%A5%E7%9A%84%E9%99%B7%E9%98%B1%E3%80%8B%E6%89%AB%E6%8F%8F%E7%89%88%5BPDF%5D%20%20%E4%B8%8B%E8%BD%BD%E5%9C%B0%E5%9D%80.txt?cts=dx-f-D1A34A144A110Fb4987&ctp=1A34A144A110&ctt=1619201445&limit=1&spd=35000&ctk=cc4ace73446dcb1eeb48a703d426b38a&chk=908d9b59b251bdd98d4fc41357f7e93a-292&mtd=1,292.00 B,1,292.0,292.0,0.0,0.0
13,15,,《排毒饮食计划》扫描版[PDF]  下载地址.txt,,,0,402712-202168548,https://webapi.ctfile.com/getfile.php?path=file&f=402712-202168548&passcode=2021&token=false&r=0.1743041507515578&ref=,https://176-ctc-dd.tv002.com/down/eec86aef9fae96595794adf9806920ff/%E3%80%8A%E6%8E%92%E6%AF%92%E9%A5%AE%E9%A3%9F%E8%AE%A1%E5%88%92%E3%80%8B%E6%89%AB%E6%8F%8F%E7%89%88%5BPDF%5D%20%20%E4%B8%8B%E8%BD%BD%E5%9C%B0%E5%9D%80.txt?cts=dx-f-D1A34A144A110F8e7b7&ctp=1A34A144A110&ctt=1619201446&limit=1&spd=35000&ctk=eec86aef9fae96595794adf9806920ff&chk=658da4782b052aa4317620a81c94c04e-292&mtd=1,292.00 B,1,292.0,292.0,0.0,0.0
14,16,,《千万别上班》扫描版[PDF] 下载地址.txt,,,0,402712-202235603,https://webapi.ctfile.com/getfile.php?path=file&f=402712-202235603&passcode=2021&token=false&r=0.3350782198479252&ref=,https://176-ctc-dd.tv002.com/down/50375c2c18feeca1348c734bdf1e2963/%E3%80%8A%E5%8D%83%E4%B8%87%E5%88%AB%E4%B8%8A%E7%8F%AD%E3%80%8B%E6%89%AB%E6%8F%8F%E7%89%88%5BPDF%5D%20%E4%B8%8B%E8%BD%BD%E5%9C%B0%E5%9D%80.txt?cts=dx-f-D1A34A144A110F7e637&ctp=1A34A144A110&ctt=1619201447&limit=1&spd=35000&ctk=50375c2c18feeca1348c734bdf1e2963&chk=64df02ea3ba16fbd3e385472e033fd4e-292&mtd=1,292.00 B,1,292.0,292.0,0.0,0.0
15,17,,认知心理学 心智 研究与你的生活 美 戈尔茨坦.pdf,,,0,402712-327461247,https://webapi.ctfile.com/getfile.php?path=file&f=402712-327461247&passcode=2021&token=false&r=0.8258547313726986&ref=,https://176-ctc-dd.tv002.com/down/edfb9d63712fd272ae9f6d710b653f35/%E8%AE%A4%E7%9F%A5%E5%BF%83%E7%90%86%E5%AD%A6%20%E5%BF%83%E6%99%BA%20%E7%A0%94%E7%A9%B6%E4%B8%8E%E4%BD%A0%E7%9A%84%E7%94%9F%E6%B4%BB%20%E7%BE%8E%20%E6%88%88%E5%B0%94%E8%8C%A8%E5%9D%A6.pdf?cts=dx-f-D1A34A144A110F4af07&ctp=1A34A144A110&ctt=1619201448&limit=1&spd=65000&ctk=edfb9d63712fd272ae9f6d710b653f35&chk=e69993920bf7cae0f9ea72f3b561c3da-129990440&mtd=1,123.97 MB,1,129991966.72,129990440.0,-1526.719999998808,-0.0
16,18,,民主的价值（美）伊恩·夏皮罗[PDF] 下载地址.txt,,,0,402712-202240471,https://webapi.ctfile.com/getfile.php?path=file&f=402712-202240471&passcode=2021&token=false&r=0.8866701290986941&ref=,https://176-ctc-dd.tv002.com/down/923d156109aa976e21c5f9828f5e46f7/%E6%B0%91%E4%B8%BB%E7%9A%84%E4%BB%B7%E5%80%BC%EF%BC%88%E7%BE%8E%EF%BC%89%E4%BC%8A%E6%81%A9%C2%B7%E5%A4%8F%E7%9A%AE%E7%BD%97%5BPDF%5D%20%E4%B8%8B%E8%BD%BD%E5%9C%B0%E5%9D%80.txt?cts=dx-f-D1A34A144A110F10ed5&ctp=1A34A144A110&ctt=1619201448&limit=1&spd=35000&ctk=923d156109aa976e21c5f9828f5e46f7&chk=879691687b73a8e0f455a066a743118c-292&mtd=1,292.00 B,1,292.0,292.0,0.0,0.0
17,19,,《论自由》（英）约翰·穆勒[PDF] 下载地址.txt,,,0,402712-202247257,https://webapi.ctfile.com/getfile.php?path=file&f=402712-202247257&passcode=2021&token=false&r=0.3135839628622582&ref=,https://176-ctc-dd.tv002.com/down/425f36de2083e1055e24f286d529696c/%E3%80%8A%E8%AE%BA%E8%87%AA%E7%94%B1%E3%80%8B%EF%BC%88%E8%8B%B1%EF%BC%89%E7%BA%A6%E7%BF%B0%C2%B7%E7%A9%86%E5%8B%92%5BPDF%5D%20%E4%B8%8B%E8%BD%BD%E5%9C%B0%E5%9D%80.txt?cts=dx-f-D1A34A144A110Fd40fc&ctp=1A34A144A110&ctt=1619201449&limit=1&spd=35000&ctk=425f36de2083e1055e24f286d529696c&chk=8bdf628e47c543bbd9104636dac43d17-292&mtd=1,292.00 B,1,292.0,292.0,0.0,0.0
18,21,,《进化心理学》 第4版 美 戴维 巴斯[PDF] 下载地址.txt,,,0,402712-202260994,https://webapi.ctfile.com/getfile.php?path=file&f=402712-202260994&passcode=2021&token=false&r=0.8999312710540589&ref=,https://176-ctc-dd.tv002.com/down/c552f6ad2168ef3b9592d782578f2e30/%E3%80%8A%E8%BF%9B%E5%8C%96%E5%BF%83%E7%90%86%E5%AD%A6%E3%80%8B%20%E7%AC%AC4%E7%89%88%20%E7%BE%8E%20%E6%88%B4%E7%BB%B4%20%E5%B7%B4%E6%96%AF%5BPDF%5D%20%E4%B8%8B%E8%BD%BD%E5%9C%B0%E5%9D%80.txt?cts=dx-f-D1A34A144A110F69c18&ctp=1A34A144A110&ctt=1619201451&limit=1&spd=35000&ctk=c552f6ad2168ef3b9592d782578f2e30&chk=29fcc9eb955f2382e9a91885d1495f00-292&mtd=1,292.00 B,1,292.0,292.0,0.0,0.0
19,22,,《道德博弈》（美）保罗·扎克[PDF] 下载地址.txt,,,0,402712-202263413,https://webapi.ctfile.com/getfile.php?path=file&f=402712-202263413&passcode=2021&token=false&r=0.25130367250645713&ref=,https://176-ctc-dd.tv002.com/down/ec1dc8649d3799e5422c8e0bd724e310/%E3%80%8A%E9%81%93%E5%BE%B7%E5%8D%9A%E5%BC%88%E3%80%8B%EF%BC%88%E7%BE%8E%EF%BC%89%E4%BF%9D%E7%BD%97%C2%B7%E6%89%8E%E5%85%8B%5BPDF%5D%20%E4%B8%8B%E8%BD%BD%E5%9C%B0%E5%9D%80.txt?cts=dx-f-D1A34A144A110Faf0bc&ctp=1A34A144A110&ctt=1619201452&limit=1&spd=35000&ctk=ec1dc8649d3799e5422c8e0bd724e310&chk=9e56ceffc7d9cf907991e74ddbdb4d5b-292&mtd=1,292.00 B,1,292.0,292.0,0.0,0.0
20,23,,《超预测：预见未来的艺术和科学》（美）菲利普·泰洛克[PDF] 下载地址.txt,,,0,402712-202267118,https://webapi.ctfile.com/getfile.php?path=file&f=402712-202267118&passcode=2021&token=false&r=0.18710509382925034&ref=,https://176-ctc-dd.tv002.com/down/5812690597eada4de2a610a8d82d0188/%E3%80%8A%E8%B6%85%E9%A2%84%E6%B5%8B%EF%BC%9A%E9%A2%84%E8%A7%81%E6%9C%AA%E6%9D%A5%E7%9A%84%E8%89%BA%E6%9C%AF%E5%92%8C%E7%A7%91%E5%AD%A6%E3%80%8B%EF%BC%88%E7%BE%8E%EF%BC%89%E8%8F%B2%E5%88%A9%E6%99%AE%C2%B7%E6%B3%B0%E6%B4%9B%E5%85%8B%5BPDF%5D%20%E4%B8%8B%E8%BD%BD%E5%9C%B0%E5%9D%80.txt?cts=dx-f-D1A34A144A110Fcf459&ctp=1A34A144A110&ctt=1619201453&limit=1&spd=35000&ctk=5812690597eada4de2a610a8d82d0188&chk=2493b51b12a1a80d208a48bf78ab3eeb-292&mtd=1,292.00 B,1,292.0,292.0,0.0,0.0
21,24,,《白话统计学(第3版)》（美）蒂莫西·C·厄丹[PDF] 下载地址.txt,,,0,402712-202319406,https://webapi.ctfile.com/getfile.php?path=file&f=402712-202319406&passcode=2021&token=false&r=0.30010163366643516&ref=,https://176-ctc-dd.tv002.com/down/ac902724bc7add51dace5d89e8a81105/%E3%80%8A%E7%99%BD%E8%AF%9D%E7%BB%9F%E8%AE%A1%E5%AD%A6%28%E7%AC%AC3%E7%89%88%29%E3%80%8B%EF%BC%88%E7%BE%8E%EF%BC%89%E8%92%82%E8%8E%AB%E8%A5%BF%C2%B7C%C2%B7%E5%8E%84%E4%B8%B9%5BPDF%5D%20%E4%B8%8B%E8%BD%BD%E5%9C%B0%E5%9D%80.txt?cts=dx-f-D1A34A144A110F29791&ctp=1A34A144A110&ctt=1619201454&limit=1&spd=35000&ctk=ac902724bc7add51dace5d89e8a81105&chk=e7b5f87e58d34ae1da03103f1fa7d3b7-292&mtd=1,292.00 B,1,292.0,292.0,0.0,0.0
22,25,,《爱与性的实验报告》 修订版[PDF] 下载地址.txt,,,0,402712-202319840,https://webapi.ctfile.com/getfile.php?path=file&f=402712-202319840&passcode=2021&token=false&r=0.21885275928180947&ref=,https://176-ctc-dd.tv002.com/down/9feae38057a469640a1aeb6270f2d2d6/%E3%80%8A%E7%88%B1%E4%B8%8E%E6%80%A7%E7%9A%84%E5%AE%9E%E9%AA%8C%E6%8A%A5%E5%91%8A%E3%80%8B%20%E4%BF%AE%E8%AE%A2%E7%89%88%5BPDF%5D%20%E4%B8%8B%E8%BD%BD%E5%9C%B0%E5%9D%80.txt?cts=dx-f-D1A34A144A110Fbdfe9&ctp=1A34A144A110&ctt=1619201454&limit=1&spd=35000&ctk=9feae38057a469640a1aeb6270f2d2d6&chk=fee2cb2a5a1a32dbc2881262d7c39411-292&mtd=1,292.00 B,1,292.0,292.0,0.0,0.0
23,26,,《PREMIERE PRO CS5中文版视频编辑经典150例》扫描版[PDF] 下载地址.txt,,,0,402712-202326226,https://webapi.ctfile.com/getfile.php?path=file&f=402712-202326226&passcode=2021&token=false&r=0.26534388321978664&ref=,https://176-ctc-dd.tv002.com/down/32105928158d1271e9cc15523b1e082c/%E3%80%8APREMIERE%20PRO%20CS5%E4%B8%AD%E6%96%87%E7%89%88%E8%A7%86%E9%A2%91%E7%BC%96%E8%BE%91%E7%BB%8F%E5%85%B8150%E4%BE%8B%E3%80%8B%E6%89%AB%E6%8F%8F%E7%89%88%5BPDF%5D%20%E4%B8%8B%E8%BD%BD%E5%9C%B0%E5%9D%80.txt?cts=dx-f-D1A34A144A110Fddc87&ctp=1A34A144A110&ctt=1619201455&limit=1&spd=35000&ctk=32105928158d1271e9cc15523b1e082c&chk=f8e5d8bde861c36bc079c81beecda2ce-292&mtd=1,292.00 B,1,292.0,292.0,0.0,0.0
24,27,,《谎言与真相：人类文明惊天骗局与悬疑全破》扫描版[PDF]下载地址.txt,,,0,402712-202333074,https://webapi.ctfile.com/getfile.php?path=file&f=402712-202333074&passcode=2021&token=false&r=0.5629916181425971&ref=,https://176-ctc-dd.tv002.com/down/ca3bb2d06ba290d3380ae05143bd259f/%E3%80%8A%E8%B0%8E%E8%A8%80%E4%B8%8E%E7%9C%9F%E7%9B%B8%EF%BC%9A%E4%BA%BA%E7%B1%BB%E6%96%87%E6%98%8E%E6%83%8A%E5%A4%A9%E9%AA%97%E5%B1%80%E4%B8%8E%E6%82%AC%E7%96%91%E5%85%A8%E7%A0%B4%E3%80%8B%E6%89%AB%E6%8F%8F%E7%89%88%5BPDF%5D%E4%B8%8B%E8%BD%BD%E5%9C%B0%E5%9D%80.txt?cts=dx-f-D1A34A144A110Fc5ebb&ctp=1A34A144A110&ctt=1619201456&limit=1&spd=35000&ctk=ca3bb2d06ba290d3380ae05143bd259f&chk=18b484287099462b2666dfde77f2bdf7-292&mtd=1,292.00 B,1,292.0,292.0,0.0,0.0
25,28,,《思维病毒：如何在工作与生活中实现思维自由》扫描版[PDF] 下载地址.txt,,,0,402712-202448590,https://webapi.ctfile.com/getfile.php?path=file&f=402712-202448590&passcode=2021&token=false&r=0.9096535292299224&ref=,https://176-ctc-dd.tv002.com/down/b1b3abdf0901cc13a780401f995edd10/%E3%80%8A%E6%80%9D%E7%BB%B4%E7%97%85%E6%AF%92%EF%BC%9A%E5%A6%82%E4%BD%95%E5%9C%A8%E5%B7%A5%E4%BD%9C%E4%B8%8E%E7%94%9F%E6%B4%BB%E4%B8%AD%E5%AE%9E%E7%8E%B0%E6%80%9D%E7%BB%B4%E8%87%AA%E7%94%B1%E3%80%8B%E6%89%AB%E6%8F%8F%E7%89%88%5BPDF%5D%20%E4%B8%8B%E8%BD%BD%E5%9C%B0%E5%9D%80.txt?cts=dx-f-D1A34A144A110F850c3&ctp=1A34A144A110&ctt=1619201457&limit=1&spd=35000&ctk=b1b3abdf0901cc13a780401f995edd10&chk=fd90fabb05267763e44ea5974008bed9-292&mtd=1,292.00 B,1,292.0,292.0,0.0,0.0
26,29,,图解密码技术 第三版 扫描完整版.pdf,,,0,402712-294142053,https://webapi.ctfile.com/getfile.php?path=file&f=402712-294142053&passcode=2021&token=false&r=0.6698525576938498&ref=,https://176-ctc-dd.tv002.com/down/81ce49517b01f8fab7bf07171eeafe9b/%E5%9B%BE%E8%A7%A3%E5%AF%86%E7%A0%81%E6%8A%80%E6%9C%AF%20%E7%AC%AC%E4%B8%89%E7%89%88%20%E6%89%AB%E6%8F%8F%E5%AE%8C%E6%95%B4%E7%89%88.pdf?cts=dx-f-D1A34A144A110F3f2c2&ctp=1A34A144A110&ctt=1619201458&limit=1&spd=35000&ctk=81ce49517b01f8fab7bf07171eeafe9b&chk=1c70ead6c987f12cbcb79a919ddf43b3-77581026&mtd=1,73.99 MB,1,77584138.24,77581026.0,-3112.2399999946356,-0.0
27,31,,《世界最美的100个地方》[PDF]彩色扫描版 下载地址.txt,,,0,402712-202453003,https://webapi.ctfile.com/getfile.php?path=file&f=402712-202453003&passcode=2021&token=false&r=0.6085376638115066&ref=,https://176-ctc-dd.tv002.com/down/0f9f434d597adf6087eb95c9d4b3460d/%E3%80%8A%E4%B8%96%E7%95%8C%E6%9C%80%E7%BE%8E%E7%9A%84100%E4%B8%AA%E5%9C%B0%E6%96%B9%E3%80%8B%5BPDF%5D%E5%BD%A9%E8%89%B2%E6%89%AB%E6%8F%8F%E7%89%88%20%E4%B8%8B%E8%BD%BD%E5%9C%B0%E5%9D%80.txt?cts=dx-f-D1A34A144A110F30a6f&ctp=1A34A144A110&ctt=1619201460&limit=1&spd=35000&ctk=0f9f434d597adf6087eb95c9d4b3460d&chk=d0c445d98e620b5b1310043bf8298ba9-292&mtd=1,292.00 B,1,292.0,292.0,0.0,0.0
28,32,,《舌尖上的历史：食物、世界大事件与人类文明的发展》(An edible history of humanity)扫描版[PDF] 下载地址.txt,,,0,402712-202512873,https://webapi.ctfile.com/getfile.php?path=file&f=402712-202512873&passcode=2021&token=false&r=0.26438133757466553&ref=,https://176-ctc-dd.tv002.com/down/343ffc9744e65b93730358e1c5ac51c4/%E3%80%8A%E8%88%8C%E5%B0%96%E4%B8%8A%E7%9A%84%E5%8E%86%E5%8F%B2%EF%BC%9A%E9%A3%9F%E7%89%A9%E3%80%81%E4%B8%96%E7%95%8C%E5%A4%A7%E4%BA%8B%E4%BB%B6%E4%B8%8E%E4%BA%BA%E7%B1%BB%E6%96%87%E6%98%8E%E7%9A%84%E5%8F%91%E5%B1%95%E3%80%8B%28An%20edible%20history%20of%20humanity%29%E6%89%AB%E6%8F%8F%E7%89%88%5BPDF%5D%20%E4%B8%8B%E8%BD%BD%E5%9C%B0%E5%9D%80.txt?cts=dx-f-D1A34A144A110F5719e&ctp=1A34A144A110&ctt=1619201463&limit=1&spd=35000&ctk=343ffc9744e65b93730358e1c5ac51c4&chk=a35f816bcc6945b4755cf87f8aa668bb-291&mtd=1,291.00 B,1,291.0,291.0,0.0,0.0
